kalimat,predicted_label
konflik hamas israel ahy dukung perintah laku langkah strategis hh pdemokrat agusyudhoyono demokrat harap rakyat,POSITIVE
nyata dlm empati jahat manusia dlm konflik israel hamas manusia apa wajib amp dukung palestina opsi tiga teladan paus fransiskus udah tau,POSITIVE
iya kalo bicara ttg konflik israel hamas palestina muslim tp katolik jg israel militer katolik nya tanggung sesuai profesi bg negara salah,NEGATIVE
arab belah sikap konflik israel hamas saudi dkk kes diam gaza serang habis an israel mesir tolak buka rafah liga arab diam sidang khusus liga arab oki gagal sepakat keras,NEGATIVE
ok percaya peristiwa tgl oktober hamas bunuh amp sandera warga sipil israel teman bilang hamas laku jajah israel ok masuk konflik,NEGATIVE
kilas konflik yaman hubung perang israel hamas,POSITIVE
bisnis dampak konflik israel hamas maskapai starbucks,POSITIVE
kilas konflik yaman hubung perang israel hamas,POSITIVE
israel klaim mati tentara invasi darat hamas tantang israel ungkap korban israel selubung data mati cipta ketidakpastian tegang konflik israel hamas gaza,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis q l pdemokrat agusyudhoyono demokrat pro rakyat,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis q l pdemokrat agusyudhoyono demokrat pro rakyat,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis q l pdemokrat agusyudhoyono demokrat pro rakyat,NEGATIVE
kaji nur muhammad sdh ngawur campur konflik palestina israel israel tdk damai palestina krn israel mmng rampok tanah palestina klu konteks hamas ikhwanul muslimin tdk urus klu mrk bela palestina,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis q l pdemokrat agusyudhoyono demokrat pro rakyat,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis q l pdemokrat agusyudhoyono demokrat pro rakyat,NEGATIVE
potret haru bayi kembar lahir konflik israel hamas,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis q l pdemokrat agusyudhoyono demokrat pro rakyat,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis q l pdemokrat agusyudhoyono demokrat pro rakyat,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis q l pdemokrat agusyudhoyono demokrat pro rakyat,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis q l pdemokrat agusyudhoyono demokrat pro rakyat,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis q l pdemokrat agusyudhoyono demokrat pro rakyat,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis q l pdemokrat agusyudhoyono demokrat pro rakyat,NEGATIVE
kait posisi hamas konflik palestina israel baca thread turut eye opening,POSITIVE
e gathe laksana konflik israel palestina kian panas akibat serang hamas israel bahas bahas sejarah konflik,NEGATIVE
to state solution solusi logis selesai konflik israel palestina tolakintoleransi tolakradikalisme tolakekstremisme kaltarabersatu toleransi israel palestine ham s freepalestine khilafah hamas khilafah,POSITIVE
waspada propaganda anut khilafah isu konflik israel palestina tolakintoleransi tolakradikalisme tolakekstremisme kaltarabersatu toleransi israel palestine ham s freepalestine khilafah hamas khilafah,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis q l pdemokrat agusyudhoyono demokrat pro rakyat,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis q l pdemokrat agusyudhoyono demokrat pro rakyat,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis q l pdemokrat agusyudhoyono demokrat pro rakyat,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis q l pdemokrat agusyudhoyono demokrat pro rakyat,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis q l pdemokrat agusyudhoyono demokrat pro rakyat,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis q l pdemokrat agusyudhoyono demokrat pro rakyat,NEGATIVE
wkwkwkwk lo ntn video hamas nyerang israel tgl ga sih pas tgl livestream ahli konflik rekayasa opini gw ga bias gw cm lihat fakta ga lihat opini,NEGATIVE
prabowo singgung konflik israel hamas jalur gaza bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,POSITIVE
lu begoin media indonesia hidup damping media berita pas konflik olah israel kejam biadab gak gitu kalo digaza emang keras sana jd sarang pasu tuhan hamas,NEGATIVE
pro israel hamas konflik oktober nonton one piece pas gear five hype aja,NEGATIVE
konflik palestin israel as nafi israel hamas tuju tangguh serang dunia kini israel nafi palestin,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis q l pdemokrat agusyudhoyono demokrat pro rakyat,NEGATIVE
jk serang awal hamas mnembaki wrga sipil yahudi anggap patriotik n mrebut tanah palestina silah sejarah konflik israel vs palestine jadi ajar ato jadi dendam kesumat abadi sah next,POSITIVE
jokowi desak biden gencat senjata konflik israel hamas ulang ulang,NEGATIVE
perang israel hamas jabat as jeda signifikan konflik sandera bebas,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis q l pdemokrat agusyudhoyono demokrat pro rakyat,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis q l pdemokrat agusyudhoyono demokrat pro rakyat,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis q l pdemokrat agusyudhoyono demokrat pro rakyat,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis jiy pdemokrat agusyudhoyono demokrat rakyat,NEGATIVE
konflik mati israel hamas palestina oktober silam destinasi wisata negara mati sektor usaha mati layak musim covid,NEGATIVE
ugm peduli palestina konflik palestina akibat serang israel hamas sabtu oktober serang akibat warga palestina tewas warga alami luka luka,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis jiy pdemokrat agusyudhoyono demokrat rakyat,NEGATIVE
israel alami merosot ekonomi tajam konflik hamas dampak negatif pdb,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis jiy pdemokrat agusyudhoyono demokrat rakyat,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis jiy pdemokrat agusyudhoyono demokrat rakyat,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis jiy pdemokrat agusyudhoyono demokrat rakyat,NEGATIVE
waspada asuh khilafah suara solusi konflik israel palestina tolakintoleransi tolakradikalisme tolakekstremisme kaltarabersatu toleransi israel palestine ham s freepalestine khilafah hamas,POSITIVE
peran indonesia konflik israel palestina tolakintoleransi tolakradikalisme tolakekstremisme kaltarabersatu toleransi israel palestine ham s freepalestine khilafah hamas,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis jiy pdemokrat agusyudhoyono demokrat rakyat,NEGATIVE
pro palestina pro hamas wakil dendam kalah perang kalah rebut wilayah jazirah arab konflik palestina israel perang agama eeeh geret perang agama islam yahudi keblinger kok goblog,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis jiy pdemokrat agusyudhoyono demokrat rakyat,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis jiy pdemokrat agusyudhoyono demokrat rakyat,NEGATIVE
mbok ya imbang kutuk kutuk kutuk serang rakyat sipil anak anak serang hamas israel palestina mbok mari indonesia manusia salah konflik gitu lho bu menlu,NEGATIVE
konflik palestina sederhana milik faksi garis keras palestina hamas tolak solusi damai israel teegantung partai kuasa,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis jiy pdemokrat agusyudhoyono demokrat rakyat,NEGATIVE
hamas teroris asal dr iran irak tdk hubung palestine hamas teroris independent fokus israel hamas palestine krn keduannya negara tdk konflik,NEGATIVE
prabowo singgung konflik israel hamas jalur gaza bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,POSITIVE
konflik amp kudeta afrika rembet negara kawasan tegang laut natuna kunjung reda baru letus perang israel hamas sebab krisis manusia gaza milad muhammadiyah muhammadiyah ikhtiarmenyelamatkansemesta,NEGATIVE
sorot isu gaza konflik israel vs hamas dampak gaza fokus bahas temu prabowogibranistimewa bersamaindonesiamaju prabowogemoy prabowo subianto,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis jiy pdemokrat agusyudhoyono demokrat rakyat,NEGATIVE
benci yahudi tgl okt serang hamas angkat konflik israel dn palestina om,NEGATIVE
ribut jalan indikasi imigran hijrah spanyol tuntut tpi kait nya konflik hamas israel,NEGATIVE
konflik israel gaza dampak krisis manusia evaluasi tindak israel hamas konteks patuh hukum internasional idncitizen promedia,NEGATIVE
amerikasyarikat global tubuh bangsa bangsa satu pbb jumaat baharu gesa gencat senjata boleh bantu juta orang perangkap konflik darah israel hamas,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis jiy pdemokrat agusyudhoyono demokrat rakyat,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis jiy pdemokrat agusyudhoyono demokrat rakyat,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis jiy pdemokrat agusyudhoyono demokrat rakyat,NEGATIVE
paus fransiskus temu kerabat korban sandera hamas keluarga warga palestina derita konflik israel hamas amp konsisten paus pro palestina pro israel beliau senantiasa diri,POSITIVE
konflik palestina israel ustadz salafy tentang juang palestina hamas bongkar hamas salafy maha ente ributin pesan karna mayoritas umatbislam satu dukung palestina juang nya,POSITIVE
hamas mnolak damai n pilih rang israel sjk an konflik israel n palestina sdh reda hamas nyerang prbatasan n bantai random wrga sipil yahudi,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis a h pdemokrat agusyudhoyono demokrat rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis a h pdemokrat agusyudhoyono demokrat rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis a h pdemokrat agusyudhoyono demokrat rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis a h pdemokrat agusyudhoyono demokrat rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis a h pdemokrat agusyudhoyono demokrat rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis a h pdemokrat agusyudhoyono demokrat rakyat,POSITIVE
asong khilafah manfaat konflik israel palestina solusi khilafah tolakintoleransi tolakradikalisme tolakekstremisme kaltarabersatu toleransi israel palestine ham s freepalestine khilafah hamas,NEGATIVE
fatwa mui halal haram haram halal aja sampe konflik hamas israel gk damai mui gk faedah,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis a h pdemokrat agusyudhoyono demokrat rakyat,POSITIVE
perdana menteri israel benjamin netanyahu aku usaha tenteranya kurang korban awam gaza jaya salah hamas punca konflik larut netanyahu tentera israel usaha hapus hamas,NEGATIVE
anwar konsisten kategori hamas ganas fahmi bhnasional fahmi tegas perdana menteri ambil diri flip flop isu kait konflik israel palestin,POSITIVE
misi binatang imigran eropa jerman tpi inggris amp perancis konflik israel hamas binatang demo jerman amp perancis pulang tahap tutup pintu imigran,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis a h pdemokrat agusyudhoyono demokrat rakyat,POSITIVE
mah ansa negara lihat konflik kacamata personal smntara negara tsb penting apalg palestin ga bs selesai konflik internal satu negara atas bs jamin hamas tdk serang israel lg,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis a h pdemokrat agusyudhoyono demokrat rakyat,POSITIVE
min kecam bias reportase kait konflik israel hamas,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis a h pdemokrat agusyudhoyono demokrat rakyat,POSITIVE
konflik israel vs hamas dampak gaza fokus bahas temu prabowogibranistimewa bersamaindonesiamaju prabowogemoy prabowo subianto,POSITIVE
konflik israel hamas inget ya netijen garis bawah,NEGATIVE
bukti idf tkut biden kmrin blng tolak gencat snjta skrng sdh blng bhwa tindak bom rs adlh slah dn putus bhwa us abstain dlm ambil kputusan perancis tdinya pro skrng mngutuk israel konflik sdh lbih dri sbln tpi gk tnda mundur dri hamas,NEGATIVE
prabowo singgung konflik israel hamas jalur gaza bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,POSITIVE
prabowo singgung konflik israel hamas jalur gaza bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,POSITIVE
min narasi loe lempeng konflik israel hamas israel palestina,POSITIVE
jokowi desak biden gencat senjata konflik israel hamas ulang ulang,NEGATIVE
presiden amerika serikat as joe biden mengatakanbahwa titik konflik israel hamas negara palestina nyata israel gaza palestina palestine hamas freepalestine freepalestina,NEGATIVE
aplikasi teknologi komersial ajar wujud konflik kapasitas intel sabar organisasi per hamas serang total rusak aman nasional israel bukti ajar,NEGATIVE
sorot isu gaza konflik israel vs hamas dampak gaza fokus bahas temu prabowogibranistimewa bersamaindonesiamaju prabowogemoy prabowo subianto,POSITIVE
konflik hamas israel,NEGATIVE
buruk israel minggu konflik umum serang pasu hamas,NEGATIVE
prabowo singgung konflik israel hamas jalur gaza bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,POSITIVE
prabowo singgung konflik israel hamas jalur gaza bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,POSITIVE
prabowo singgung konflik israel hamas jalur gaza bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis a h pdemokrat agusyudhoyono demokrat rakyat,POSITIVE
prabowo singgung konflik israel hamas jalur gaza bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis a h pdemokrat agusyudhoyono demokrat rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis a h pdemokrat agusyudhoyono demokrat rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis a h pdemokrat agusyudhoyono demokrat rakyat,POSITIVE
hut korps brimob polri kapolri tekan waspada laku teror manfaat situasi konflik hamas drngan israel usung tema koalisi parpol dukung salah capres,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis a h pdemokrat agusyudhoyono demokrat rakyat,POSITIVE
koalisi arab campur urus hamas israel paham sejarah kalo urus selesai genosida salah israel dlm tangan hamas sdh tinggal wilayah konflik,NEGATIVE
konflik gaza hamas dg israel dg palestine tiktok,NEGATIVE
konflik palestin israel tiada juang hamas hospital al shifa dunia kini alshifa bohong dunia,NEGATIVE
tugas jaga aman simbol tdk terima diligkungan patut harga konflik politk israel hamas dr persepti kemanusian tdk tdk paham sejarah tahan utk mberikan opini,NEGATIVE
